predicted class,x,y
Cervical point,245.5,413.0
Nasion,342.0,173.5
Sella,209.0,177.0
Porion,161.5,217.5
Orbitale,321.0,225.5
Pterygoid,245.0,213.5
Basion,161.5,253.5
ANS,341.0,277.0
PNS,249.0,265.0
A point,329.5,289.0
B point,305.0,361.5
Protuberance menti,301.5,377.0
Pogonion,301.0,385.5
Menton,290.0,397.5
Go-1 Corpuus left,209.0,337.5
Go-2 Ramus down,185.0,261.5
Articulare,177.0,237.5
R3,217.5,253.0
R1,249.5,289.0
Maxilla 1 crown,337.5,333.0
Maxilla 1 root,321.5,289.0
Mandible 1 crown,330.0,326.0
Mandible 1 root,305.5,353.5
Maxilla 6 distal,265.0,301.5
Maxilla 6 root,277.0,273.5
Mandible 6 distal,265.0,309.0
Mandible 6 root,253.5,341.5
Glabella,357.5,157.5
Soft tissue naison,349.5,193.5
Dorsum of nose,372.5,245.5
pronasale,381.0,265.5
Colunella,373.0,277.5
Subnasalle,357.5,285.0
Soft tissue A point,357.0,289.0
Labrale superius,365.0,309.5
Upper lip,368.5,317.5
Stms,357.5,329.0
Upper embrasure,341.0,326.0
Lower embrasure,337.5,333.0
Stmi,353.0,329.5
Lower lip,357.0,345.0
Labial Inferius,349.0,353.0
Soft tissue b point,333.5,361.0
Soft tissue pogonion,325.0,381.0
Soft tissue Gnathion,313.0,401.0
Soft tissue Menton,290.0,409.0
Cervical point,245.0,417.0
Nasion,329.5,177.0
Sella,205.5,189.0
Porion,162.0,225.5
Orbitale,313.0,229.5
Pterygoid,242.0,225.0
Basion,158.0,265.5
ANS,337.5,281.5
PNS,241.5,277.5
A point,329.0,293.0
B point,301.5,369.5
Protuberance menti,297.5,385.5
Pogonion,297.0,393.5
Menton,285.5,405.5
Go-1 Corpuus left,198.0,341.5
Go-2 Ramus down,181.0,273.0
Articulare,176.5,249.0
R3,213.5,265.5
R1,241.5,297.5
Maxilla 1 crown,337.5,341.0
Maxilla 1 root,321.5,297.0
Mandible 1 crown,329.5,337.0
Mandible 1 root,301.5,366.0
Maxilla 6 distal,257.0,309.5
Maxilla 6 root,273.0,282.0
Mandible 6 distal,253.5,317.0
Mandible 6 root,241.5,345.5
Glabella,345.5,157.0
Soft tissue naison,338.0,193.5
Dorsum of nose,366.0,245.5
pronasale,377.0,266.0
Colunella,369.5,281.5
Subnasalle,353.0,285.5
Soft tissue A point,353.5,292.5
Labrale superius,361.0,309.5
Upper lip,368.5,317.5
Stms,353.0,337.0
Upper embrasure,337.0,334.0
Lower embrasure,333.0,340.5
Stmi,349.0,337.5
Lower lip,356.5,353.0
Labial Inferius,349.0,361.0
Soft tissue b point,333.0,373.0
Soft tissue pogonion,321.0,393.0
Soft tissue Gnathion,309.5,409.5
Soft tissue Menton,285.0,417.0
Cervical point,225.5,409.0
Nasion,357.0,173.0
Sella,225.5,184.5
Porion,177.5,217.5
Orbitale,333.5,225.5
Pterygoid,257.0,217.0
Basion,173.5,257.5
ANS,353.0,281.5
PNS,257.0,273.0
A point,341.5,289.0
B point,337.5,369.5
Protuberance menti,337.0,385.0
Pogonion,337.0,393.5
Menton,325.5,406.0
Go-1 Corpuus left,217.5,353.5
Go-2 Ramus down,193.5,265.0
Articulare,189.0,241.5
R3,229.5,261.0
R1,257.5,301.0
Maxilla 1 crown,349.5,337.0
Maxilla 1 root,337.5,293.0
Mandible 1 crown,342.0,333.0
Mandible 1 root,330.0,365.0
Maxilla 6 distal,281.0,318.0
Maxilla 6 root,293.5,286.0
Mandible 6 distal,281.5,325.0
Mandible 6 root,277.5,353.0
Glabella,373.0,157.0
Soft tissue naison,365.5,189.5
Dorsum of nose,389.0,249.0
pronasale,397.0,269.5
Colunella,385.5,285.5
Subnasalle,369.5,289.0
Soft tissue A point,369.0,293.0
Labrale superius,373.0,313.5
Upper lip,373.0,321.5
Stms,365.0,332.5
Upper embrasure,349.5,330.0
Lower embrasure,349.5,337.0
Stmi,361.0,333.0
Lower lip,369.0,345.0
Labial Inferius,365.0,353.0
Soft tissue b point,357.0,365.5
Soft tissue pogonion,361.0,393.0
Soft tissue Gnathion,352.5,413.0
Soft tissue Menton,325.5,420.5
Cervical point,253.5,417.0
Nasion,341.0,168.5
Sella,213.0,177.0
Porion,161.5,205.5
Orbitale,321.0,222.0
Pterygoid,245.5,213.0
Basion,157.5,245.5
ANS,341.0,277.5
PNS,249.0,265.5
A point,329.0,289.0
B point,321.0,369.5
Protuberance menti,321.5,385.0
Pogonion,321.5,393.5
Menton,309.5,409.5
Go-1 Corpuus left,201.5,337.5
Go-2 Ramus down,181.0,253.0
Articulare,177.0,233.0
R3,217.5,249.5
R1,245.5,289.5
Maxilla 1 crown,341.0,332.5
Maxilla 1 root,322.0,289.0
Mandible 1 crown,334.0,329.5
Mandible 1 root,317.5,365.5
Maxilla 6 distal,265.0,305.5
Maxilla 6 root,277.0,277.5
Mandible 6 distal,265.0,313.5
Mandible 6 root,257.0,345.0
Glabella,357.5,149.5
Soft tissue naison,349.5,185.5
Dorsum of nose,378.0,245.5
pronasale,388.5,269.5
Colunella,377.0,285.0
Subnasalle,361.0,289.5
Soft tissue A point,357.5,293.0
Labrale superius,365.0,305.5
Upper lip,365.0,317.5
Stms,357.0,329.0
Upper embrasure,341.5,326.0
Lower embrasure,337.5,332.5
Stmi,353.0,329.0
Lower lip,361.0,341.0
Labial Inferius,361.0,353.5
Soft tissue b point,349.0,365.0
Soft tissue pogonion,349.0,389.0
Soft tissue Gnathion,333.0,413.0
Soft tissue Menton,309.5,421.0
Cervical point,229.0,405.0
Nasion,337.0,169.5
Sella,201.0,185.0
Porion,157.5,217.5
Orbitale,317.0,221.5
Pterygoid,237.0,217.5
Basion,153.5,257.0
ANS,345.5,277.5
PNS,242.0,273.5
A point,337.0,293.0
B point,321.0,361.0
Protuberance menti,321.5,377.0
Pogonion,321.0,385.0
Menton,306.0,401.5
Go-1 Corpuus left,201.5,349.5
Go-2 Ramus down,177.0,265.5
Articulare,169.0,241.5
R3,213.0,261.5
R1,245.5,297.5
Maxilla 1 crown,349.0,337.0
Maxilla 1 root,329.5,293.5
Mandible 1 crown,337.5,329.5
Mandible 1 root,318.0,357.5
Maxilla 6 distal,269.5,313.5
Maxilla 6 root,281.0,285.5
Mandible 6 distal,269.5,321.0
Mandible 6 root,265.0,349.0
Glabella,349.0,153.5
Soft tissue naison,345.5,189.0
Dorsum of nose,377.5,245.5
pronasale,388.5,266.0
Colunella,380.5,281.5
Subnasalle,365.0,285.5
Soft tissue A point,361.0,293.0
Labrale superius,369.0,309.5
Upper lip,373.0,321.5
Stms,361.0,333.0
Upper embrasure,349.0,330.0
Lower embrasure,345.0,333.0
Stmi,357.0,333.0
Lower lip,361.0,345.0
Labial Inferius,357.0,353.0
Soft tissue b point,345.0,361.5
Soft tissue pogonion,345.0,385.0
Soft tissue Gnathion,333.0,405.0
Soft tissue Menton,305.5,412.5
Cervical point,237.5,413.0
Nasion,325.5,169.5
Sella,201.5,185.0
Porion,157.5,217.5
Orbitale,305.0,221.5
Pterygoid,237.0,214.5
Basion,157.5,249.5
ANS,329.0,258.0
PNS,237.5,261.5
A point,321.0,269.5
B point,325.5,345.5
Protuberance menti,329.5,353.0
Pogonion,329.0,361.5
Menton,318.0,373.5
Go-1 Corpuus left,209.5,329.5
Go-2 Ramus down,177.5,257.5
Articulare,173.0,237.5
R3,209.0,253.0
R1,241.5,285.0
Maxilla 1 crown,333.0,312.5
Maxilla 1 root,314.0,273.0
Mandible 1 crown,326.0,305.5
Mandible 1 root,322.0,341.5
Maxilla 6 distal,257.0,298.0
Maxilla 6 root,264.5,261.5
Mandible 6 distal,257.0,304.5
Mandible 6 root,253.5,334.0
Glabella,341.0,153.5
Soft tissue naison,333.5,185.0
Dorsum of nose,358.0,229.5
pronasale,365.0,245.0
Colunella,357.0,258.0
Subnasalle,345.0,265.0
Soft tissue A point,345.0,269.0
Labrale superius,353.5,285.5
Upper lip,357.5,293.5
Stms,353.0,305.0
Upper embrasure,333.5,305.5
Lower embrasure,333.0,309.0
Stmi,345.0,305.0
Lower lip,357.0,317.0
Labial Inferius,357.0,325.0
Soft tissue b point,349.0,337.5
Soft tissue pogonion,349.0,361.5
Soft tissue Gnathion,341.0,381.0
Soft tissue Menton,321.5,385.0
Cervical point,257.0,397.5
Nasion,373.5,172.5
Sella,257.5,185.0
Porion,221.0,217.5
Orbitale,353.5,221.0
Pterygoid,289.5,213.0
Basion,221.5,249.0
ANS,377.5,257.5
PNS,290.0,258.0
A point,369.5,265.5
B point,365.5,333.0
Protuberance menti,369.5,341.5
Pogonion,373.0,349.5
Menton,361.5,361.5
Go-1 Corpuus left,265.0,317.5
Go-2 Ramus down,241.0,257.0
Articulare,233.0,237.5
R3,265.0,246.0
R1,293.0,277.5
Maxilla 1 crown,377.0,301.0
Maxilla 1 root,361.5,269.0
Mandible 1 crown,373.5,297.5
Mandible 1 root,361.5,329.5
Maxilla 6 distal,305.0,285.5
Maxilla 6 root,317.0,261.5
Mandible 6 distal,305.5,293.0
Mandible 6 root,297.5,321.5
Glabella,388.5,153.5
Soft tissue naison,381.5,186.0
Dorsum of nose,405.0,225.5
pronasale,412.5,241.5
Colunella,404.5,257.0
Subnasalle,389.0,261.0
Soft tissue A point,389.5,265.0
Labrale superius,393.5,281.5
Upper lip,397.0,289.5
Stms,389.0,297.0
Upper embrasure,377.5,298.0
Lower embrasure,377.0,301.0
Stmi,389.0,297.0
Lower lip,393.5,309.0
Labial Inferius,393.0,313.0
Soft tissue b point,385.0,325.0
Soft tissue pogonion,389.0,349.5
Soft tissue Gnathion,381.0,365.5
Soft tissue Menton,361.5,373.0
Cervical point,305.0,373.5
Nasion,385.5,169.5
Sella,261.5,189.0
Porion,220.5,221.5
Orbitale,365.0,221.0
Pterygoid,298.0,217.0
Basion,221.5,257.5
ANS,385.0,257.5
PNS,300.5,257.5
A point,377.5,269.0
B point,373.5,341.0
Protuberance menti,377.0,349.0
Pogonion,377.0,357.0
Menton,365.5,369.5
Go-1 Corpuus left,265.5,325.5
Go-2 Ramus down,241.0,261.0
Articulare,236.5,241.5
R3,273.0,253.0
R1,301.5,277.0
Maxilla 1 crown,389.0,309.0
Maxilla 1 root,370.0,269.0
Mandible 1 crown,381.5,306.0
Mandible 1 root,370.0,337.5
Maxilla 6 distal,313.5,289.5
Maxilla 6 root,329.0,257.0
Mandible 6 distal,313.0,297.0
Mandible 6 root,305.5,326.0
Glabella,401.5,153.5
Soft tissue naison,393.5,185.0
Dorsum of nose,413.5,229.5
pronasale,420.5,245.5
Colunella,413.0,257.5
Subnasalle,401.0,265.0
Soft tissue A point,397.0,269.0
Labrale superius,405.0,285.5
Upper lip,408.5,293.5
Stms,401.0,305.0
Upper embrasure,389.0,302.0
Lower embrasure,385.0,309.0
Stmi,397.0,305.0
Lower lip,405.0,313.0
Labial Inferius,405.0,321.5
Soft tissue b point,397.0,337.0
Soft tissue pogonion,400.5,357.0
Soft tissue Gnathion,389.0,373.5
Soft tissue Menton,369.0,384.5
Cervical point,302.0,381.0
Nasion,373.5,157.5
Sella,257.5,181.0
Porion,221.0,213.5
Orbitale,352.5,209.5
Pterygoid,289.5,209.0
Basion,221.5,245.5
ANS,373.5,241.5
PNS,293.5,246.0
A point,369.0,253.0
B point,361.5,317.5
Protuberance menti,361.5,329.5
Pogonion,361.5,337.0
Menton,353.5,349.5
Go-1 Corpuus left,261.5,309.5
Go-2 Ramus down,241.0,249.5
Articulare,237.0,233.5
R3,266.0,241.0
R1,293.5,265.5
Maxilla 1 crown,381.0,288.5
Maxilla 1 root,361.5,257.0
Mandible 1 crown,374.0,285.5
Mandible 1 root,357.5,314.0
Maxilla 6 distal,301.0,269.5
Maxilla 6 root,317.0,245.5
Mandible 6 distal,301.5,277.5
Mandible 6 root,289.5,305.5
Glabella,385.5,145.5
Soft tissue naison,381.0,173.0
Dorsum of nose,401.5,217.5
pronasale,405.0,229.5
Colunella,401.0,241.5
Subnasalle,389.0,249.5
Soft tissue A point,385.0,252.5
Labrale superius,393.5,265.0
Upper lip,397.0,273.5
Stms,393.0,285.0
Upper embrasure,381.0,282.0
Lower embrasure,377.5,285.5
Stmi,389.0,285.0
Lower lip,393.0,293.0
Labial Inferius,393.0,301.0
Soft tissue b point,385.0,313.0
Soft tissue pogonion,384.5,337.0
Soft tissue Gnathion,373.0,353.0
Soft tissue Menton,353.5,361.0
Cervical point,289.0,361.0
Nasion,346.5,173.5
Sella,213.0,169.5
Porion,169.0,213.0
Orbitale,322.0,229.0
Pterygoid,249.5,213.0
Basion,165.5,253.5
ANS,341.0,277.5
PNS,249.0,265.5
A point,333.0,285.0
B point,321.0,365.5
Protuberance menti,317.5,377.5
Pogonion,317.5,385.5
Menton,305.5,397.0
Go-1 Corpuus left,205.5,341.5
Go-2 Ramus down,185.0,261.0
Articulare,181.5,237.5
R3,218.5,253.0
R1,249.0,289.0
Maxilla 1 crown,345.0,332.5
Maxilla 1 root,325.5,289.0
Mandible 1 crown,338.0,329.0
Mandible 1 root,317.5,361.5
Maxilla 6 distal,265.0,305.5
Maxilla 6 root,281.0,277.5
Mandible 6 distal,265.0,313.0
Mandible 6 root,254.0,341.5
Glabella,365.0,157.5
Soft tissue naison,354.0,193.0
Dorsum of nose,377.5,245.5
pronasale,384.5,261.5
Colunella,373.0,278.0
Subnasalle,357.0,281.5
Soft tissue A point,357.0,289.0
Labrale superius,365.0,305.5
Upper lip,368.5,317.5
Stms,361.5,329.0
Upper embrasure,345.5,326.0
Lower embrasure,341.5,332.5
Stmi,357.0,329.5
Lower lip,365.0,345.0
Labial Inferius,361.0,353.0
Soft tissue b point,345.0,365.0
Soft tissue pogonion,341.5,385.5
Soft tissue Gnathion,329.5,401.0
Soft tissue Menton,306.0,408.5
Cervical point,245.0,404.5
Nasion,337.5,169.0
Sella,205.5,173.0
Porion,161.5,217.5
Orbitale,317.0,221.5
Pterygoid,245.0,214.0
Basion,161.5,257.5
ANS,345.0,270.0
PNS,245.5,269.0
A point,333.0,281.0
B point,325.5,365.5
Protuberance menti,325.0,377.0
Pogonion,325.0,385.0
Menton,310.0,397.5
Go-1 Corpuus left,206.0,345.0
Go-2 Ramus down,185.0,269.0
Articulare,177.0,241.5
R3,217.0,257.0
R1,245.5,293.0
Maxilla 1 crown,345.5,329.0
Maxilla 1 root,329.5,285.0
Mandible 1 crown,338.0,325.5
Mandible 1 root,322.0,357.5
Maxilla 6 distal,265.0,305.5
Maxilla 6 root,277.5,273.5
Mandible 6 distal,265.5,317.0
Mandible 6 root,253.5,345.0
Glabella,353.5,153.0
Soft tissue naison,349.5,185.5
Dorsum of nose,377.5,237.5
pronasale,385.0,257.5
Colunella,376.5,273.0
Subnasalle,361.0,277.5
Soft tissue A point,361.5,285.0
Labrale superius,369.0,305.5
Upper lip,372.5,313.5
Stms,361.5,325.5
Upper embrasure,349.5,322.0
Lower embrasure,345.5,329.0
Stmi,357.0,329.0
Lower lip,365.0,341.0
Labial Inferius,361.0,349.0
Soft tissue b point,349.0,361.0
Soft tissue pogonion,345.0,385.0
Soft tissue Gnathion,333.0,401.0
Soft tissue Menton,313.5,409.0
Cervical point,249.0,405.0
Nasion,325.0,173.0
Sella,201.5,189.0
Porion,161.5,229.5
Orbitale,305.0,229.0
Pterygoid,237.5,225.0
Basion,161.5,261.5
ANS,325.0,261.5
PNS,241.0,265.5
A point,317.5,273.0
B point,313.0,349.0
Protuberance menti,313.0,361.5
Pogonion,313.0,365.0
Menton,301.5,381.5
Go-1 Corpuus left,213.5,329.5
Go-2 Ramus down,185.0,269.0
Articulare,177.0,249.5
R3,214.0,261.5
R1,241.0,285.0
Maxilla 1 crown,325.5,309.0
Maxilla 1 root,310.0,273.5
Mandible 1 crown,321.5,305.5
Mandible 1 root,310.0,345.0
Maxilla 6 distal,249.5,293.0
Maxilla 6 root,265.0,265.5
Mandible 6 distal,249.5,301.0
Mandible 6 root,241.5,333.0
Glabella,341.0,157.0
Soft tissue naison,333.5,185.5
Dorsum of nose,358.0,229.5
pronasale,364.5,245.5
Colunella,353.5,257.5
Subnasalle,341.0,265.5
Soft tissue A point,337.0,273.0
Labrale superius,341.5,285.0
Upper lip,345.0,289.5
Stms,337.0,305.5
Upper embrasure,325.0,305.5
Lower embrasure,325.5,309.0
Stmi,337.0,305.5
Lower lip,344.5,317.0
Labial Inferius,345.0,325.0
Soft tissue b point,337.0,341.0
Soft tissue pogonion,337.0,361.5
Soft tissue Gnathion,325.0,381.0
Soft tissue Menton,305.5,393.0
Cervical point,249.5,397.5
Nasion,325.5,165.5
Sella,201.0,181.0
Porion,161.5,221.5
Orbitale,309.0,221.0
Pterygoid,237.5,213.5
Basion,161.5,253.5
ANS,333.0,257.5
PNS,242.0,257.5
A point,325.0,265.0
B point,321.5,341.0
Protuberance menti,321.5,353.0
Pogonion,321.5,361.5
Menton,309.5,374.0
Go-1 Corpuus left,221.5,321.5
Go-2 Ramus down,185.0,257.5
Articulare,177.5,241.5
R3,217.0,253.0
R1,245.5,277.5
Maxilla 1 crown,337.0,305.0
Maxilla 1 root,317.5,269.5
Mandible 1 crown,330.0,302.0
Mandible 1 root,317.5,337.5
Maxilla 6 distal,261.5,285.5
Maxilla 6 root,273.0,257.0
Mandible 6 distal,257.5,297.0
Mandible 6 root,253.0,325.5
Glabella,341.0,149.0
Soft tissue naison,337.5,181.5
Dorsum of nose,362.0,225.5
pronasale,369.5,241.0
Colunella,361.0,257.0
Subnasalle,349.0,261.5
Soft tissue A point,349.0,265.5
Labrale superius,353.5,281.5
Upper lip,360.5,289.5
Stms,353.5,301.0
Upper embrasure,337.5,302.0
Lower embrasure,337.0,305.0
Stmi,349.5,301.5
Lower lip,357.5,313.0
Labial Inferius,357.0,321.0
Soft tissue b point,345.0,337.5
Soft tissue pogonion,345.0,357.5
Soft tissue Gnathion,333.0,377.5
Soft tissue Menton,313.5,389.0
Cervical point,265.0,389.0
Nasion,325.0,170.0
Sella,197.5,188.5
Porion,157.0,225.5
Orbitale,301.5,229.0
Pterygoid,237.5,221.0
Basion,157.5,257.0
ANS,325.5,269.5
PNS,237.5,266.0
A point,317.0,277.5
B point,317.5,353.0
Protuberance menti,317.0,365.0
Pogonion,313.5,373.0
Menton,301.5,389.5
Go-1 Corpuus left,205.5,337.5
Go-2 Ramus down,180.5,265.0
Articulare,173.0,241.5
R3,212.5,260.5
R1,241.5,289.5
Maxilla 1 crown,329.0,316.5
Maxilla 1 root,313.5,281.0
Mandible 1 crown,322.0,313.5
Mandible 1 root,313.5,345.5
Maxilla 6 distal,253.5,297.5
Maxilla 6 root,269.0,269.5
Mandible 6 distal,253.5,309.0
Mandible 6 root,245.5,337.5
Glabella,341.5,157.0
Soft tissue naison,333.5,185.5
Dorsum of nose,361.5,237.5
pronasale,366.0,257.0
Colunella,357.0,269.5
Subnasalle,341.5,274.0
Soft tissue A point,341.0,281.0
Labrale superius,345.0,293.5
Upper lip,348.5,301.5
Stms,345.0,313.5
Upper embrasure,329.5,310.0
Lower embrasure,329.0,316.5
Stmi,341.0,313.0
Lower lip,349.0,321.5
Labial Inferius,349.0,329.0
Soft tissue b point,341.0,345.0
Soft tissue pogonion,340.5,369.0
Soft tissue Gnathion,329.0,389.5
Soft tissue Menton,305.0,401.0
Cervical point,241.0,401.0
Nasion,369.5,153.0
Sella,257.5,177.0
Porion,225.5,217.0
Orbitale,357.5,209.0
Pterygoid,297.0,209.0
Basion,225.5,249.5
ANS,385.5,250.0
PNS,297.5,258.0
A point,377.5,261.0
B point,373.0,329.0
Protuberance menti,373.5,341.0
Pogonion,373.5,349.5
Menton,365.5,365.5
Go-1 Corpuus left,265.5,325.0
Go-2 Ramus down,241.5,257.0
Articulare,237.0,237.5
R3,273.0,252.5
R1,301.5,281.0
Maxilla 1 crown,385.5,300.5
Maxilla 1 root,373.5,265.0
Mandible 1 crown,381.5,297.5
Mandible 1 root,370.0,325.5
Maxilla 6 distal,321.0,290.0
Maxilla 6 root,333.0,265.0
Mandible 6 distal,325.0,297.0
Mandible 6 root,321.5,325.0
Glabella,382.0,134.0
Soft tissue naison,381.0,165.5
Dorsum of nose,413.0,213.5
pronasale,420.5,237.0
Colunella,413.0,249.5
Subnasalle,397.0,257.5
Soft tissue A point,397.0,261.0
Labrale superius,405.0,277.0
Upper lip,408.5,285.5
Stms,397.5,297.0
Upper embrasure,389.5,294.0
Lower embrasure,385.5,297.5
Stmi,393.0,297.5
Lower lip,401.0,309.0
Labial Inferius,400.5,313.0
Soft tissue b point,393.0,325.0
Soft tissue pogonion,393.0,349.0
Soft tissue Gnathion,384.5,369.0
Soft tissue Menton,365.0,381.0
Cervical point,321.0,381.5
Nasion,389.5,157.5
Sella,269.5,172.5
Porion,226.0,209.5
Orbitale,373.0,209.0
Pterygoid,301.5,209.0
Basion,225.5,249.5
ANS,393.5,261.5
PNS,301.5,258.0
A point,385.0,273.5
B point,373.0,353.0
Protuberance menti,369.5,369.0
Pogonion,369.0,377.5
Menton,357.5,393.5
Go-1 Corpuus left,261.5,328.5
Go-2 Ramus down,249.0,256.5
Articulare,241.5,233.5
R3,277.0,248.5
R1,305.5,285.5
Maxilla 1 crown,393.5,320.5
Maxilla 1 root,377.5,277.5
Mandible 1 crown,386.0,317.0
Mandible 1 root,369.5,349.0
Maxilla 6 distal,325.5,297.5
Maxilla 6 root,337.0,269.5
Mandible 6 distal,325.0,305.5
Mandible 6 root,313.5,333.5
Glabella,405.5,137.5
Soft tissue naison,397.5,173.5
Dorsum of nose,426.0,229.5
pronasale,434.0,249.5
Colunella,425.0,265.0
Subnasalle,409.5,269.5
Soft tissue A point,405.0,277.0
Labrale superius,413.0,297.5
Upper lip,416.0,305.5
Stms,405.0,317.0
Upper embrasure,393.5,314.5
Lower embrasure,393.5,317.0
Stmi,401.0,317.0
Lower lip,413.0,329.0
Labial Inferius,409.5,337.0
Soft tissue b point,401.0,353.0
Soft tissue pogonion,400.5,373.0
Soft tissue Gnathion,385.0,397.5
Soft tissue Menton,357.5,404.5
Cervical point,297.5,409.0
Nasion,352.5,185.5
Sella,213.5,189.0
Porion,169.5,221.5
Orbitale,325.0,241.5
Pterygoid,249.5,229.0
Basion,161.0,257.5
ANS,349.5,297.0
PNS,249.0,281.0
A point,337.0,309.0
B point,313.0,385.0
Protuberance menti,313.5,401.5
Pogonion,317.0,413.5
Menton,301.5,429.5
Go-1 Corpuus left,201.0,361.5
Go-2 Ramus down,185.0,273.0
Articulare,181.0,245.5
R3,222.0,269.5
R1,245.5,309.5
Maxilla 1 crown,341.5,357.0
Maxilla 1 root,326.0,313.0
Mandible 1 crown,330.0,349.5
Mandible 1 root,313.5,381.5
Maxilla 6 distal,269.0,326.0
Maxilla 6 root,281.0,301.5
Mandible 6 distal,269.5,337.0
Mandible 6 root,257.5,365.5
Glabella,368.5,165.5
Soft tissue naison,357.5,201.5
Dorsum of nose,385.5,265.5
pronasale,392.5,285.5
Colunella,381.0,301.5
Subnasalle,365.0,306.0
Soft tissue A point,361.5,313.0
Labrale superius,369.5,329.5
Upper lip,369.0,337.5
Stms,357.0,349.0
Upper embrasure,341.0,349.5
Lower embrasure,337.0,353.0
Stmi,353.0,353.0
Lower lip,360.5,365.0
Labial Inferius,357.0,373.0
Soft tissue b point,345.0,385.0
Soft tissue pogonion,349.0,409.0
Soft tissue Gnathion,333.0,433.5
Soft tissue Menton,305.5,445.0
Cervical point,237.0,449.0
Nasion,325.5,182.5
Sella,197.5,181.0
Porion,153.0,213.5
Orbitale,305.0,233.5
Pterygoid,233.5,221.0
Basion,150.0,257.0
ANS,329.0,285.0
PNS,233.5,273.5
A point,321.5,297.0
B point,301.0,373.0
Protuberance menti,301.0,389.5
Pogonion,301.5,397.5
Menton,285.5,413.5
Go-1 Corpuus left,189.0,353.5
Go-2 Ramus down,169.5,265.5
Articulare,165.5,241.5
R3,206.0,261.0
R1,233.0,301.0
Maxilla 1 crown,329.0,341.0
Maxilla 1 root,313.5,301.0
Mandible 1 crown,321.5,337.5
Mandible 1 root,298.0,369.5
Maxilla 6 distal,253.0,317.5
Maxilla 6 root,269.5,289.0
Mandible 6 distal,257.0,328.5
Mandible 6 root,246.0,357.5
Glabella,346.0,166.0
Soft tissue naison,334.0,201.5
Dorsum of nose,358.0,253.5
pronasale,365.5,269.0
Colunella,357.0,286.0
Subnasalle,345.0,293.0
Soft tissue A point,341.0,297.0
Labrale superius,353.5,317.5
Upper lip,356.5,325.5
Stms,345.0,337.0
Upper embrasure,329.5,334.5
Lower embrasure,325.5,341.0
Stmi,341.5,337.5
Lower lip,349.0,349.0
Labial Inferius,344.5,357.0
Soft tissue b point,333.0,369.0
Soft tissue pogonion,329.0,393.0
Soft tissue Gnathion,313.0,413.5
Soft tissue Menton,289.5,425.0
Cervical point,229.5,445.5
Nasion,336.5,161.0
Sella,210.0,184.5
Porion,169.0,221.5
Orbitale,321.5,213.0
Pterygoid,249.0,213.5
Basion,165.5,257.0
ANS,349.5,258.0
PNS,253.0,261.5
A point,337.5,269.0
B point,325.0,345.0
Protuberance menti,325.0,357.5
Pogonion,325.5,365.5
Menton,309.5,377.5
Go-1 Corpuus left,213.5,329.5
Go-2 Ramus down,189.0,261.5
Articulare,184.5,241.0
R3,221.5,253.0
R1,253.0,281.0
Maxilla 1 crown,345.5,312.5
Maxilla 1 root,333.5,273.0
Mandible 1 crown,341.5,309.0
Mandible 1 root,321.5,338.0
Maxilla 6 distal,273.5,289.5
Maxilla 6 root,285.0,265.5
Mandible 6 distal,273.0,301.0
Mandible 6 root,265.5,329.5
Glabella,349.5,142.0
Soft tissue naison,345.5,177.0
Dorsum of nose,373.5,225.5
pronasale,384.5,246.0
Colunella,377.0,261.5
Subnasalle,365.0,265.5
Soft tissue A point,361.0,269.0
Labrale superius,369.0,289.5
Upper lip,376.5,297.5
Stms,365.0,309.0
Upper embrasure,349.0,306.5
Lower embrasure,345.5,312.5
Stmi,357.5,309.5
Lower lip,365.0,321.0
Labial Inferius,361.0,329.0
Soft tissue b point,349.5,341.5
Soft tissue pogonion,348.5,365.0
Soft tissue Gnathion,333.0,381.0
Soft tissue Menton,313.0,389.0
Cervical point,241.5,401.0
Nasion,332.5,169.0
Sella,205.5,197.0
Porion,165.5,233.5
Orbitale,313.5,224.5
Pterygoid,245.5,222.0
Basion,165.5,269.0
ANS,345.5,261.5
PNS,249.5,265.5
A point,337.0,273.0
B point,329.0,345.5
Protuberance menti,329.0,357.0
Pogonion,329.0,365.0
Menton,314.5,381.0
Go-1 Corpuus left,217.5,341.5
Go-2 Ramus down,189.0,273.0
Articulare,181.5,253.5
R3,221.5,264.5
R1,253.0,289.5
Maxilla 1 crown,353.0,313.0
Maxilla 1 root,329.5,277.0
Mandible 1 crown,345.5,309.5
Mandible 1 root,325.5,341.5
Maxilla 6 distal,265.5,297.5
Maxilla 6 root,281.0,265.5
Mandible 6 distal,265.0,305.0
Mandible 6 root,262.0,337.0
Glabella,345.0,153.5
Soft tissue naison,341.5,185.5
Dorsum of nose,369.5,233.0
pronasale,380.5,249.5
Colunella,373.0,261.5
Subnasalle,361.5,269.0
Soft tissue A point,361.5,273.0
Labrale superius,373.5,289.5
Upper lip,377.0,297.5
Stms,369.0,309.0
Upper embrasure,353.5,306.0
Lower embrasure,349.0,312.5
Stmi,365.0,309.5
Lower lip,369.0,321.0
Labial Inferius,365.0,329.5
Soft tissue b point,357.0,341.5
Soft tissue pogonion,353.0,365.0
Soft tissue Gnathion,341.0,385.0
Soft tissue Menton,317.0,393.0
Cervical point,269.0,401.5
Nasion,344.5,149.0
Sella,206.0,173.0
Porion,170.0,217.5
Orbitale,325.5,208.5
Pterygoid,245.5,209.0
Basion,173.5,261.0
ANS,361.5,261.5
PNS,253.0,265.5
A point,349.0,277.5
